org_id,name,category,ntee_major,ntee_full,city,state
org_000361,Atlanta Beltline Partnership Inc,"Arts, Culture & Humanities",A,A80,Atlanta,GA
org_000073,Alamo Trust Inc,"Arts, Culture & Humanities",A,A54,San Antonio,TX
org_000374,Natural Science Center Of Greensboro Inc,"Arts, Culture & Humanities",A,A560,Greensboro,NC
org_000155,Franklin Institute,"Arts, Culture & Humanities",A,A25,Philadelphia,PA
org_000104,Henry Francis Du Pont Winterthur Museum Inc,"Arts, Culture & Humanities",A,A510,Winterthur,DE
org_000394,Texas Ballet Theater Inc,"Arts, Culture & Humanities",A,A63,Fort Worth,TX
org_000377,Museum Of Contemporary Art,"Arts, Culture & Humanities",A,A510,Los Angeles,CA
org_000124,Woodlands Center For The Performing Arts,"Arts, Culture & Humanities",A,A60B,The Woodlands,TX
org_000068,Denver Center For The Performing Arts,"Arts, Culture & Humanities",A,A610,Denver,CO
org_000450,Orlando Science Center Inc,"Arts, Culture & Humanities",A,A570,Orlando,FL
org_000009,Canada Council For The Arts,"Arts, Culture & Humanities",A,A26Z,Canada,
org_000194,Artis Naples Inc,"Arts, Culture & Humanities",A,A610,Naples,FL
org_000406,Seattle Opera,"Arts, Culture & Humanities",A,A6A0,Seattle,WA
org_000084,Friends Of United Hatzalah Inc,"Arts, Culture & Humanities",A,A70,New York,NY
org_000371,5 Th Avenue Theatre Association,"Arts, Culture & Humanities",A,A650,Seattle,WA
org_000388,Lorraine Civil Rights Museum Foundation,"Arts, Culture & Humanities",A,A540,Memphis,TN
org_000495,Vermont Public Co,"Arts, Culture & Humanities",A,A30,Colchester,VT
org_000030,Colonial Williamsburg Foundation,"Arts, Culture & Humanities",A,A800,Williamsburg,VA
org_000316,Count Basie Theatre Inc,"Arts, Culture & Humanities",A,A610,Red Bank,NJ
org_000408,American Conservatory Theatre Foundation,"Arts, Culture & Humanities",A,A650,San Francisco,CA
org_000490,Western New York Public Broadcasting Association,"Arts, Culture & Humanities",A,A300,Buffalo,NY
org_000491,Cedars Youth Services Inc,"Arts, Culture & Humanities",A,A20M,Lincoln,NE
org_000280,French American School Of New York Inc,"Arts, Culture & Humanities",A,A74Z,Mamaroneck,NY
org_000356,Scottsdale Arts,"Arts, Culture & Humanities",A,A260,Scottsdale,AZ
org_000076,Philadelphia Orchestra Association,"Arts, Culture & Humanities",A,A690,Philadelphia,PA
org_000461,National Corvette Museum Foundation Inc,"Arts, Culture & Humanities",A,A500,Bowling Green,KY
org_000497,San Diego Museum Of Art,"Arts, Culture & Humanities",A,A510,San Diego,CA
org_000211,Robert Rauschenberg Foundation,"Arts, Culture & Humanities",A,A90,New York,NY
org_000101,San Francisco Ballet Association,"Arts, Culture & Humanities",A,A630,San Francisco,CA
org_000334,Universal Communications Network Inc,"Arts, Culture & Humanities",A,A32,New York,NY
org_000475,Council On American Islamic Relations California,"Arts, Culture & Humanities",A,A540,Anaheim,CA
org_000336,Baltimore Museum Of Art Inc,"Arts, Culture & Humanities",A,A510,Baltimore,MD
org_000440,American Philosophical Society,"Arts, Culture & Humanities",A,A700,Philadelphia,PA
org_000173,American Council Of Learned Societies,"Arts, Culture & Humanities",A,A030,New York,NY
org_000002,Public Broadcasting Service,"Arts, Culture & Humanities",A,A320,Arlington,VA
org_000333,Oregon Museum Of Science And Industry,"Arts, Culture & Humanities",A,A570,Portland,OR
org_000409,Utah Film Center Dba Salt Lake City Film Center And,"Arts, Culture & Humanities",A,A31,Salt Lake Cty,UT
org_000070,Natl Sept 11 Memorial And Museum At The World Trade Center Fdn Inc,"Arts, Culture & Humanities",A,A80,New York,NY
org_000209,National Constitution Center,"Arts, Culture & Humanities",A,A540,Philadelphia,PA
org_000063,Kimmel Center Inc,"Arts, Culture & Humanities",A,A600,Philadelphia,PA
org_000384,Friends Of The Cultural Center Inc,"Arts, Culture & Humanities",A,A610,Palm Desert,CA
org_000093,Royal Ontario Museum,"Arts, Culture & Humanities",A,A50Z,Canada,
org_000485,Florida Studio Theatre Inc,"Arts, Culture & Humanities",A,A650,Sarasota,FL
org_000185,The Studio Museum In Harlem,"Arts, Culture & Humanities",A,A500,New York,NY
org_000033,California Institute Of The Arts,"Arts, Culture & Humanities",A,A250,Valencia,CA
org_000077,Pittsburgh Cultural Trust,"Arts, Culture & Humanities",A,A200,Pittsburgh,PA
org_000000,Smithsonian Institute,"Arts, Culture & Humanities",A,A50Z,Washington,DC
org_000011,Educational Media Foundation,"Arts, Culture & Humanities",A,A340,Rocklin,CA
org_000415,Greater Dayton Public Television Inc,"Arts, Culture & Humanities",A,A320,Dayton,OH
org_000022,Lincoln Center For The Performing Arts Inc,"Arts, Culture & Humanities",A,A610,New York,NY
org_000072,Academy Foundation,"Arts, Culture & Humanities",A,A310,Beverly Hills,CA
org_000182,Cox Science Center And Aquarium Inc,"Arts, Culture & Humanities",A,A570,West Palm Bch,FL
org_000131,Cuyahoga County Convention Facilities Development Corporation,"Arts, Culture & Humanities",A,A20,Cleveland,OH
org_000410,Adler Planetarium,"Arts, Culture & Humanities",A,A500,Chicago,IL
org_000193,Fractured Atlas Inc,"Arts, Culture & Humanities",A,A65,New York,NY
org_000055,Military Aviation Museum Foundation,"Arts, Culture & Humanities",A,A11,Virginia Bch,VA
org_000148,National Trust For Local News,"Arts, Culture & Humanities",A,A30,Brighton,CO
org_000018,National Foundation For The Ctrs For Disease Contr & Prevention Inc,"Arts, Culture & Humanities",A,A50Z,Atlanta,GA
org_000204,Jserra Catholic High School,"Arts, Culture & Humanities",A,A20,San Juan Capistrano,CA
org_000078,Roundabout Theatre Company Inc,"Arts, Culture & Humanities",A,A650,New York,NY
org_000494,Arts For Learning Maryland Inc,"Arts, Culture & Humanities",A,A250,Baltimore,MD
org_000262,Barnes Foundation,"Arts, Culture & Humanities",A,A510,Philadelphia,PA
org_000323,Sheas Oconnel Preservation Guild Ltd,"Arts, Culture & Humanities",A,A610,Buffalo,NY
org_000483,North Carolina Symphony Society Inc,"Arts, Culture & Humanities",A,A690,Raleigh,NC
org_000079,Playhouse Square Foundation,"Arts, Culture & Humanities",A,A610,Cleveland,OH
org_000039,Chicago Symphony Orchestra,"Arts, Culture & Humanities",A,A690,Chicago,IL
org_000451,Brothers For Life,"Arts, Culture & Humanities",A,A232,Seattle,WA
org_000046,Internews Network,"Arts, Culture & Humanities",A,A320,Arcata,CA
org_000238,Radiant Life Ministries,"Arts, Culture & Humanities",A,A30Z,Marion,IL
org_000391,Omaha Childrens Trust,"Arts, Culture & Humanities",A,A52,Omaha,NE
org_000352,Mystic Seaport Museum Inc,"Arts, Culture & Humanities",A,A500,Mystic,CT
org_000341,Detroit Public Media,"Arts, Culture & Humanities",A,A320,Wixom,MI
org_000277,Austin Theatre Alliance,"Arts, Culture & Humanities",A,A65,Austin,TX
org_000290,School Of American Ballet Inc,"Arts, Culture & Humanities",A,A6E0,New York,NY
org_000317,The Tech Interactive,"Arts, Culture & Humanities",A,A570,San Jose,CA
org_000304,Prx Incorporated,"Arts, Culture & Humanities",A,A34,Brighton,MA
org_000268,Old Globe Theatre,"Arts, Culture & Humanities",A,A650,San Diego,CA
org_000069,New York City Ballet Inc,"Arts, Culture & Humanities",A,A630,New York,NY
org_000455,Trustees Of The American School Of Classical Studies At Athens,"Arts, Culture & Humanities",A,A73Z,Princeton,NJ
org_000465,Colorado Symphony Association,"Arts, Culture & Humanities",A,A690,Denver,CO
org_000154,Thomas Jefferson Foundation Inc,"Arts, Culture & Humanities",A,A540,Charlottesvle,VA
org_000082,Philadelphia Museum Of Art,"Arts, Culture & Humanities",A,A510,Philadelphia,PA
org_000477,Historic Tennessee Theatre Foundation,"Arts, Culture & Humanities",A,A610,Knoxville,TN
org_000172,National Cable Satellite Corporation,"Arts, Culture & Humanities",A,A300,Washington,DC
org_000321,Newman Kahlon Foundation Corp,"Arts, Culture & Humanities",A,A68,Grand Terrace,CA
org_000090,Radio Free Asia,"Arts, Culture & Humanities",A,A340,Washington,DC
org_000180,Omaha Performing Arts Society,"Arts, Culture & Humanities",A,A60,Omaha,NE
org_000414,Pennon Organization,"Arts, Culture & Humanities",A,A300,Harrisburg,PA
org_000312,Greater Columbus Arts Council Inc,"Arts, Culture & Humanities",A,A260,Columbus,OH
org_000278,Johnny Morris Wonders Of Wildlife Foundation,"Arts, Culture & Humanities",A,A50,Springfield,MO
org_000381,Vizcaya Museum And Gardens Trust Inc,"Arts, Culture & Humanities",A,A80,Miami,FL
org_000472,Jacobs Pillow Dance Festival Inc,"Arts, Culture & Humanities",A,A620,Becket,MA
org_000362,10 South Street Club Operator Inc,"Arts, Culture & Humanities",A,A20,New York,NY
org_000324,States Newsroom,"Arts, Culture & Humanities",A,A30,Washington,DC
org_000431,Hillwood Estate Museum & Gardens,"Arts, Culture & Humanities",A,A80,Washington,DC
org_000347,Princeton University Press,"Arts, Culture & Humanities",A,A33,Princeton,NJ
org_000086,Academy Museum Foundation,"Arts, Culture & Humanities",A,A11,Beverly Hills,CA
org_000075,Childrens Museum Of Indianapolis Incorporated,"Arts, Culture & Humanities",A,A520,Indianapolis,IN
org_000438,Shakespeare Theatre,"Arts, Culture & Humanities",A,A650,Washington,DC
org_000015,Los Angeles Philharmonic Association,"Arts, Culture & Humanities",A,A690,Los Angeles,CA
org_000249,The Santa Fe Opera,"Arts, Culture & Humanities",A,A6A,Santa Fe,NM
org_000433,Project Veritas,"Arts, Culture & Humanities",A,A33,Mamaroneck,NY
org_000019,Henry E Huntington Library & Art Gallery,"Arts, Culture & Humanities",A,A540,San Marino,CA
org_000322,The Broad,"Arts, Culture & Humanities",A,A51,Los Angeles,CA
org_000332,Theatre & Arts Foundation Of San Diego County,"Arts, Culture & Humanities",A,A650,La Jolla,CA
org_000056,Detroit Institute Of Arts,"Arts, Culture & Humanities",A,A510,Detroit,MI
org_000301,Opas Foundation,"Arts, Culture & Humanities",A,A11,Omaha,NE
org_000229,Fox Theatre Inc,"Arts, Culture & Humanities",A,A800,Atlanta,GA
org_000331,Pennsylvania Ballet Association,"Arts, Culture & Humanities",A,A630,Philadelphia,PA
org_000132,The Colorado Museum Of Natural History,"Arts, Culture & Humanities",A,A560,Denver,CO
org_000137,Tennessee Performing Arts Center Management Corporation,"Arts, Culture & Humanities",A,A610,Nashville,TN
org_000423,Film Independent Inc,"Arts, Culture & Humanities",A,A310,Los Angeles,CA
org_000335,Buffalo Fine Arts Academy,"Arts, Culture & Humanities",A,A510,Buffalo,NY
org_000025,Lucas Museum Of Narrative Art,"Arts, Culture & Humanities",A,A50,Los Angeles,CA
org_000464,The International Coalition Of Historic Ite Museums Of Conscience,"Arts, Culture & Humanities",A,A035,New York,NY
org_000281,American Theatre Guild,"Arts, Culture & Humanities",A,A65,Kansas City,MO
org_000247,Asian Art Museum Foundation Of San Francisco,"Arts, Culture & Humanities",A,A510,San Francisco,CA
org_000237,Columbus Symphony Orchestra Inc,"Arts, Culture & Humanities",A,A690,Columbus,OH
org_000117,Chautauqua Institution,"Arts, Culture & Humanities",A,A610,Chautauqua,NY
org_000042,Whitney Museum Of American Art,"Arts, Culture & Humanities",A,A510,New York,NY
org_000220,Hennepin Theatre Tr,"Arts, Culture & Humanities",A,A65,Minneapolis,MN
org_000176,Saint Louis Symphony Orchestra,"Arts, Culture & Humanities",A,A690,Saint Louis,MO
org_000320,Petersen Automotive Museum Foundation,"Arts, Culture & Humanities",A,A500,Los Angeles,CA
org_000153,Carnegie Hall Society Inc,"Arts, Culture & Humanities",A,A030,New York,NY
org_000231,Pacific Northwest Ballet Association,"Arts, Culture & Humanities",A,A630,Seattle,WA
org_000227,Broadway Dallas Inc,"Arts, Culture & Humanities",A,A610,Dallas,TX
org_000417,Milwaukee Art Museum Inc,"Arts, Culture & Humanities",A,A510,Milwaukee,WI
org_000203,Jazz At Lincoln Center Inc,"Arts, Culture & Humanities",A,A680,New York,NY
org_000126,California Science Center Foundation,"Arts, Culture & Humanities",A,A570,Los Angeles,CA
org_000329,Center For The Collaborative Classroom,"Arts, Culture & Humanities",A,A300,Alameda,CA
org_000031,Greater Washington Educational Telecommunications Association Inc,"Arts, Culture & Humanities",A,A300,Arlington,VA
org_000113,Rock And Roll Hall Of Fame And Museum Inc,"Arts, Culture & Humanities",A,A500,Cleveland,OH
org_000470,Wxxi Public Broadcasting Council,"Arts, Culture & Humanities",A,A300,Rochester,NY
org_000271,Legacy Foundation,"Arts, Culture & Humanities",A,A12,Montgomery,AL
org_000140,Pbs Foundation,"Arts, Culture & Humanities",A,A113,Arlington,VA
org_000057,National World War Ii Museum Inc,"Arts, Culture & Humanities",A,A540,New Orleans,LA
org_000192,Sundance Institute,"Arts, Culture & Humanities",A,A310,Park City,UT
org_000024,Christo And Jeanne Claude Foundation,"Arts, Culture & Humanities",A,A51,New York,NY
org_000017,The Barack Obama Foundation,"Arts, Culture & Humanities",A,A80,Chicago,IL
org_000265,Public Broadcasting Of Colorado Inc,"Arts, Culture & Humanities",A,A340,Centennial,CO
org_000066,Strong Cuevas Sculpture Foundation,"Arts, Culture & Humanities",A,A99,Lynbrook,NY
org_000208,Detroit Symphony Orchestra Hall Inc,"Arts, Culture & Humanities",A,A690,Detroit,MI
org_000479,Old Dartmouth Historical Society,"Arts, Culture & Humanities",A,A800,New Bedford,MA
org_000094,Crosswater Canyon Inc,"Arts, Culture & Humanities",A,A50,Petersburg,KY
org_000253,Milwaukee Repertory Theater Inc,"Arts, Culture & Humanities",A,A650,Milwaukee,WI
org_000266,Cincinnati Museum Center,"Arts, Culture & Humanities",A,A500,Cincinnati,OH
org_000023,Sesame Workshop,"Arts, Culture & Humanities",A,A320,New York,NY
org_000222,Houston Symphony Society,"Arts, Culture & Humanities",A,A690,Houston,TX
org_000261,National Society Of The Daughters Of The American Revolution,"Arts, Culture & Humanities",A,A800,Washington,DC
org_000426,Joan Mitchell Foundation Inc,"Arts, Culture & Humanities",A,A20,New York,NY
org_000005,Museum Of Modern Art,"Arts, Culture & Humanities",A,A510,New York,NY
org_000116,Washington Drama Society Inc,"Arts, Culture & Humanities",A,A650,Washington,DC
org_000045,Philharmonic Symphony Society Of New York Inc,"Arts, Culture & Humanities",A,A690,New York,NY
org_000016,Museum Of Science,"Arts, Culture & Humanities",A,A570,Boston,MA
org_000462,Isamu Noguchi Foundation And Garden Museum,"Arts, Culture & Humanities",A,A51,Long Is City,NY
org_000357,Connecticut Public Broadcasting Inc,"Arts, Culture & Humanities",A,A300,Hartford,CT
org_000003,Crystal Stairs Inc,"Arts, Culture & Humanities",A,A25,Los Angeles,CA
org_000218,Public Media Group Of Southern California,"Arts, Culture & Humanities",A,A320,Burbank,CA
org_000405,New York Hall Of Science,"Arts, Culture & Humanities",A,A570,Corona,NY
org_000060,Minnesota Historical Society,"Arts, Culture & Humanities",A,A800,Saint Paul,MN
org_000110,Ravinia Festival Association,"Arts, Culture & Humanities",A,A600,Highland Park,IL
org_000318,Robert And Jane Meyerhoff Modern Art Foundation Inc,"Arts, Culture & Humanities",A,A110,Cockeysville,MD
org_000428,Kuow Puget Sound Public Radio,"Arts, Culture & Humanities",A,A34,Seattle,WA
org_000029,Museum Of Arts & Sciences,"Arts, Culture & Humanities",A,A500,Daytona Beach,FL
org_000437,Institute Of Contemporary Art,"Arts, Culture & Humanities",A,A510,Boston,MA
org_000471,Excellence Initiative,"Arts, Culture & Humanities",A,A02,Redmond,WA
org_000026,Museum Of Fine Arts,"Arts, Culture & Humanities",A,A510,Boston,MA
org_000007,National Gallery Of Art,"Arts, Culture & Humanities",A,A510,Landover,MD
org_000453,Preservation Foundation Of Palm Beach Inc,"Arts, Culture & Humanities",A,A82Z,Palm Beach,FL
org_000108,Performing Arts Center Of Los Angeles County,"Arts, Culture & Humanities",A,A610,Los Angeles,CA
org_000037,Cleveland Museum Of Art,"Arts, Culture & Humanities",A,A510,Cleveland,OH
org_000157,Twin Cities Public Television Inc,"Arts, Culture & Humanities",A,A320,Saint Paul,MN
org_000489,Fair Park First,"Arts, Culture & Humanities",A,A02,Dallas,TX
org_000118,Kallir Family Foundation,"Arts, Culture & Humanities",A,A51,New York,NY
org_000114,San Francisco Museum Of Modern Art,"Arts, Culture & Humanities",A,A510,San Francisco,CA
org_000175,Raymond F Kravis Center For The Performing Arts Inc,"Arts, Culture & Humanities",A,A610,West Palm Bch,FL
org_000373,Newark Museum Association,"Arts, Culture & Humanities",A,A500,Newark,NJ
org_000181,Preservation Society Of Newport County,"Arts, Culture & Humanities",A,A800,Newport,RI
org_000144,Childrens Museum Of Manhattan,"Arts, Culture & Humanities",A,A520,New York,NY
org_000369,Fenimore Art Museum,"Arts, Culture & Humanities",A,A540,Cooperstown,NY
org_000390,Filoli Center,"Arts, Culture & Humanities",A,A82Z,Woodside,CA
org_000195,Denver Art Museum Inc,"Arts, Culture & Humanities",A,A510,Denver,CO
org_000404,Tidewater And Big Bend Foundation,"Arts, Culture & Humanities",A,A80,Houston,TX
org_000275,Artspace Projects Inc,"Arts, Culture & Humanities",A,A900,Minneapolis,MN
org_000454,Editorial Projects In Education Inc,"Arts, Culture & Humanities",A,A330,Bethesda,MD
org_000141,Walker Art Center Inc,"Arts, Culture & Humanities",A,A200,Minneapolis,MN
org_000365,Greater Austin Performing Arts Center,"Arts, Culture & Humanities",A,A610,Austin,TX
org_000067,California Academy Of Sciences,"Arts, Culture & Humanities",A,A560,San Francisco,CA
org_000210,Ohio Historical Society,"Arts, Culture & Humanities",A,A800,Columbus,OH
org_000168,Curtis Institute Of Music,"Arts, Culture & Humanities",A,A6E0,Philadelphia,PA
org_000493,Frist Art Museum,"Arts, Culture & Humanities",A,A400,Nashville,TN
org_000375,Cincinnati Museum Association,"Arts, Culture & Humanities",A,A510,Cincinnati,OH
org_000400,Ballet West,"Arts, Culture & Humanities",A,A630,Salt Lake Cty,UT
org_000272,Shed Nyc Inc,"Arts, Culture & Humanities",A,A20,New York,NY
org_000109,Kenneth C Griffin Museum Of Science And Industry,"Arts, Culture & Humanities",A,A570,Chicago,IL
org_000248,American Film Institute Inc,"Arts, Culture & Humanities",A,A310,Los Angeles,CA
org_000145,Kimbell Art Foundation,"Arts, Culture & Humanities",A,A20O,Fort Worth,TX
org_000092,Navy Pier Inc,"Arts, Culture & Humanities",A,A80,Chicago,IL
org_000152,Center Theatre Group Of Los Angeles,"Arts, Culture & Humanities",A,A650,Los Angeles,CA
org_000367,National World War I Museum And Memorial,"Arts, Culture & Humanities",A,A800,Kansas City,MO
org_000467,19 Th News,"Arts, Culture & Humanities",A,A30,Austin,TX
org_000083,The Musical Arts Association,"Arts, Culture & Humanities",A,A690,Cleveland,OH
org_000245,National Football Museum Inc,"Arts, Culture & Humanities",A,A500,Canton,OH
org_000165,Whyy Inc,"Arts, Culture & Humanities",A,A300,Philadelphia,PA
org_000163,Angela Duldulao Mcpherson Foundation,"Arts, Culture & Humanities",A,A50,Oxnard,CA
org_000199,Fayetteville Performing Arts Center At Trilith,"Arts, Culture & Humanities",A,A20,Fayetteville,GA
org_000228,Common Sense Media,"Arts, Culture & Humanities",A,A99,San Francisco,CA
org_000074,Seattle Theatre Group,"Arts, Culture & Humanities",A,A610,Seattle,WA
org_000478,Kauffman Center For The Performing Arts,"Arts, Culture & Humanities",A,A61,Kansas City,MO
org_000358,Teach Inc,"Arts, Culture & Humanities",A,A60,Los Angeles,CA
org_000250,Missouri Historical Society Jefferson Memorial Building,"Arts, Culture & Humanities",A,A540,Saint Louis,MO
org_000119,Wolf Trap Foundation For The Performing Arts,"Arts, Culture & Humanities",A,A600,Vienna,VA
org_000310,Seventh Regiment Armory Conservancy Inc,"Arts, Culture & Humanities",A,A80,New York,NY
org_000299,National Minority Supplier Development Council Inc,"Arts, Culture & Humanities",A,A99Z,New York,NY
org_000255,Overture Center Foundation Inc,"Arts, Culture & Humanities",A,A11,Madison,WI
org_000354,Tuacahn Center For The Arts,"Arts, Culture & Humanities",A,A600,Ivins,UT
org_000399,Wjo Foundation,"Arts, Culture & Humanities",A,A54,Los Angeles,CA
org_000225,Jorge M Perez Art Museum Of Miami Dade County Inc,"Arts, Culture & Humanities",A,A510,Miami,FL
org_000353,The Center For Cultural Innovation,"Arts, Culture & Humanities",A,A20,Los Angeles,CA
org_000234,Perot Museum Of Nature And Science,"Arts, Culture & Humanities",A,A560,Dallas,TX
org_000382,Skirball Cultural Center,"Arts, Culture & Humanities",A,A230,Los Angeles,CA
org_000274,Oregon Shakespeare Festival Association,"Arts, Culture & Humanities",A,A650,Ashland,OR
org_000036,The Colburn School,"Arts, Culture & Humanities",A,A6E0,Los Angeles,CA
org_000196,Florida West Coast Symphony Inc,"Arts, Culture & Humanities",A,A690,Sarasota,FL
org_000139,Mann Center For The Performing Arts,"Arts, Culture & Humanities",A,A610,Philadelphia,PA
org_000364,Virginia Historical Society,"Arts, Culture & Humanities",A,A800,Richmond,VA
org_000244,Chicago Public Media Inc,"Arts, Culture & Humanities",A,A340,Chicago,IL
org_000439,Theatre Development Fund Inc,"Arts, Culture & Humanities",A,A126,New York,NY
org_000286,International Spy Museum,"Arts, Culture & Humanities",A,A50,Washington,DC
org_000059,The Edison Institute Inc,"Arts, Culture & Humanities",A,A540,Dearborn,MI
org_000111,Interlochen Center For The Arts,"Arts, Culture & Humanities",A,A25,Interlochen,MI
org_000089,Museum Of Flight Foundation,"Arts, Culture & Humanities",A,A110,Tukwila,WA
org_000436,Union Station Kansas City Inc,"Arts, Culture & Humanities",A,A54,Kansas City,MO
org_000006,Harvard Business School Publishing Corporation,"Arts, Culture & Humanities",A,A330,Brighton,MA
org_000360,Performing Arts Fort Worth Inc,"Arts, Culture & Humanities",A,A61,Fort Worth,TX
org_000346,National Comedy Center Operator Inc,"Arts, Culture & Humanities",A,A60,Jamestown,NY
org_000338,Manhattan Theatre Club Inc,"Arts, Culture & Humanities",A,A650,New York,NY
org_000158,Indianapolis Museum Of Art Inc,"Arts, Culture & Humanities",A,A510,Indianapolis,IN
org_000150,Walton Arts Center Council Inc,"Arts, Culture & Humanities",A,A260,Fayetteville,AR
org_000177,Society For The Preservation Of New England Antiquities Inc,"Arts, Culture & Humanities",A,A54,Haverhill,MA
org_000393,Phillip And Patricia Frost Museum Of Science Inc,"Arts, Culture & Humanities",A,A570,Miami,FL
org_000184,Tate Americas Foundation,"Arts, Culture & Humanities",A,A115,New York,NY
org_000449,Peabody Essex Museum Inc,"Arts, Culture & Humanities",A,A500,Salem,MA
org_000010,Metropolitan Opera Association Inc,"Arts, Culture & Humanities",A,A6A0,New York,NY
org_000380,Cleveland Museum Of Natural History,"Arts, Culture & Humanities",A,A560,Cleveland,OH
org_000103,Milwaukee World Festival Inc,"Arts, Culture & Humanities",A,A680,Milwaukee,WI
org_000081,Manhattan School Of Music,"Arts, Culture & Humanities",A,A250,New York,NY
org_000038,Epoch Times Association Inc,"Arts, Culture & Humanities",A,A23,New York,NY
org_000314,The Joffrey Ballet,"Arts, Culture & Humanities",A,A630,Chicago,IL
org_000167,Alvin Ailey Dance Foundation Inc,"Arts, Culture & Humanities",A,A620,New York,NY
org_000469,New England Foundation For The Arts Inc,"Arts, Culture & Humanities",A,A120,Boston,MA
org_000296,Commemorative Air Force,"Arts, Culture & Humanities",A,A50,Dallas,TX
org_000474,Uss Missouri Memorial Association Inc,"Arts, Culture & Humanities",A,A80,Honolulu,HI
org_000198,Dia Center For The Arts Inc,"Arts, Culture & Humanities",A,A200,New York,NY
org_000297,New York City Center Inc,"Arts, Culture & Humanities",A,A610,New York,NY
org_000416,The Da Vinci Discovery Center Of Science And Technology,"Arts, Culture & Humanities",A,A52,Allentown,PA
org_000146,Cascade Public Media,"Arts, Culture & Humanities",A,A320,Seattle,WA
org_000392,Tampa Museum Of Art Inc,"Arts, Culture & Humanities",A,A510,Tampa,FL
org_000147,Oregon Public Broadcasting,"Arts, Culture & Humanities",A,A300,Portland,OR
org_000447,Auditorium Theatre Of Roosevelt University Inc,"Arts, Culture & Humanities",A,A650,Chicago,IL
org_000287,Real Life Ministry,"Arts, Culture & Humanities",A,A34,Glendale,CA
org_000123,Vivian Beaumont Theater Inc,"Arts, Culture & Humanities",A,A650,New York,NY
org_000368,Exploration Place Inc,"Arts, Culture & Humanities",A,A500,Wichita,KS
org_000096,New York Public Radio,"Arts, Culture & Humanities",A,A340,New York,NY
org_000143,Cincinnati Symphony Orchestra,"Arts, Culture & Humanities",A,A690,Cincinnati,OH
org_000239,Science Museum Of Minnesota,"Arts, Culture & Humanities",A,A560,Saint Paul,MN
org_000442,Allied Media Projects Inc,"Arts, Culture & Humanities",A,A02,Detroit,MI
org_000097,New Orleans Jazz & Heritage Foundation Inc,"Arts, Culture & Humanities",A,A6C0,New Orleans,LA
org_000407,Ordway Center For The Performing Arts,"Arts, Culture & Humanities",A,A610,Saint Paul,MN
org_000122,New York Shakespeare Festival,"Arts, Culture & Humanities",A,A650,New York,NY
org_000183,Sjc Cultural Events Inc,"Arts, Culture & Humanities",A,A60,St Augustine,FL
org_000202,Dallas Symphony Association Inc,"Arts, Culture & Humanities",A,A690,Dallas,TX
org_000246,Columbus Association For The Performing Arts Inc,"Arts, Culture & Humanities",A,A610,Columbus,OH
org_000305,Chicago Theatre Group Inc,"Arts, Culture & Humanities",A,A650,Chicago,IL
org_000298,St Louis Art Museum Foundation,"Arts, Culture & Humanities",A,A110,Saint Louis,MO
org_000351,Franklin County Historical Society,"Arts, Culture & Humanities",A,A80,Columbus,OH
org_000386,Starlight Theatre Association Of Kansas City Inc,"Arts, Culture & Humanities",A,A610,Kansas City,MO
org_000395,Kansas City Symphony,"Arts, Culture & Humanities",A,A690,Kansas City,MO
org_000284,Armand Hammer Museum Of Art And Cultural Center Inc,"Arts, Culture & Humanities",A,A51,Los Angeles,CA
org_000125,Sterling & Francine Clark Art Inst,"Arts, Culture & Humanities",A,A510,Williamstown,MA
org_000302,Maine Public Broadcasting Corporation,"Arts, Culture & Humanities",A,A320,Lewiston,ME
org_000223,Minnesota Orchestral Association,"Arts, Culture & Humanities",A,A690,Minneapolis,MN
org_000418,Discovery Science Center Of Orange County,"Arts, Culture & Humanities",A,A50,Santa Ana,CA
org_000219,Memphis Brooks Museum Of Art Inc,"Arts, Culture & Humanities",A,A110,Memphis,TN
org_000129,Polynesian Cultural Center,"Arts, Culture & Humanities",A,A230,Laie,HI
org_000420,Interlochen Arts Camp,"Arts, Culture & Humanities",A,A25,Interlochen,MI
org_000289,Portland Art Museum,"Arts, Culture & Humanities",A,A510,Portland,OR
org_000444,Acrc Lessor Inc,"Arts, Culture & Humanities",A,A11,Baltimore,MD
org_000376,Barber Vintage Motorsports Museum,"Arts, Culture & Humanities",A,A50Z,Hoover,AL
org_000291,Seattle Symphony Orchestra Inc,"Arts, Culture & Humanities",A,A690,Seattle,WA
org_000355,Ayn Rand Institute The Center For The Advancement Of Objectivism,"Arts, Culture & Humanities",A,A700,Santa Ana,CA
org_000294,Holocaust Legacy Foundation Inc,"Arts, Culture & Humanities",A,A54,Boston,MA
org_000396,Independent Television Service Inc,"Arts, Culture & Humanities",A,A320,San Francisco,CA
org_000340,Alley Theatre,"Arts, Culture & Humanities",A,A650,Houston,TX
org_000112,San Antonio Valley Ranch Llc,"Arts, Culture & Humanities",A,A54,Petaluma,CA
org_000179,The Wende Museum Of The Cold War Inc,"Arts, Culture & Humanities",A,A50,Culver City,CA
org_000307,Dallas Symphony Foundation,"Arts, Culture & Humanities",A,A11,Dallas,TX
org_000432,Cheekwood Botanical Garden And Museum Of Art,"Arts, Culture & Humanities",A,A510,Nashville,TN
org_000487,Nevada Museum Of Art Inc,"Arts, Culture & Humanities",A,A510,Reno,NV
org_000481,Fernbank Inc,"Arts, Culture & Humanities",A,A56,Atlanta,GA
org_000861,Ewing Marion Kauffman Foundation,Education,B,B82,Kansas City,MO
